title_product,Link,Price
"Xiaomi Mi Smart Band 5 1.1"" caixa de  plástico pc  black, pulseira  black de  elastômero termoplástico e liga de alumínio XMSH10HM",https://www.mercadolivre.com.br/xiaomi-mi-smart-band-5-11-caixa-de-plastico-pc-black-pulseira-black-de-elastmero-termoplastico-e-liga-de-aluminio-xmsh10hm/p/MLB15963018?pdp_filters=category:MLB135384#searchVariation=MLB15963018&position=1&search_layout=stack&type=product&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"148,35"
"Xiaomi Mi Smart Band 6 1.56"" caixa de  plástico pc  black, pulseira  black de  tpu e liga de alumínio XMSH15HM",https://www.mercadolivre.com.br/xiaomi-mi-smart-band-6-156-caixa-de-plastico-pc-black-pulseira-black-de-tpu-e-liga-de-aluminio-xmsh15hm/p/MLB17796174?pdp_filters=category:MLB135384#searchVariation=MLB17796174&position=2&search_layout=stack&type=product&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"215,49"
"Xiaomi Mi Smart Band 5 (NFC) 1.1"" caixa de  plástico pc  preta, pulseira  preta de  tpu e liga de alumínio XMSH11HM",https://www.mercadolivre.com.br/xiaomi-mi-smart-band-5-nfc-11-caixa-de-plastico-pc-preta-pulseira-preta-de-tpu-e-liga-de-aluminio-xmsh11hm/p/MLB16040268?pdp_filters=category:MLB135384#searchVariation=MLB16040268&position=3&search_layout=stack&type=product&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"191,52"
Smartwatch Xiaomi Mi Band 5 Versão Global Original+ Nfe Novo,https://produto.mercadolivre.com.br/MLB-2023144644-smartwatch-xiaomi-mi-band-5-verso-global-original-nfe-novo-_JM?searchVariation=173658934276#searchVariation=173658934276&position=5&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"174,87"
Mi Smartband M5 Versao Global Relogio  Inteligente Preto ,https://produto.mercadolivre.com.br/MLB-1964199217-mi-smartband-m5-versao-global-relogio-inteligente-preto-_JM?searchVariation=92613248725#searchVariation=92613248725&position=6&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"104,90"
Kit Com 5 Pulseiras Para Mi Band 5 E Amazfit Band 5 Silicone,https://produto.mercadolivre.com.br/MLB-1799046187-kit-com-5-pulseiras-para-mi-band-5-e-amazfit-band-5-silicone-_JM?searchVariation=76789005098#searchVariation=76789005098&position=7&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"39,50"
Kit De 5 Pulseiras Silicone Para Mi Band 4 Diversas Cores,https://produto.mercadolivre.com.br/MLB-1776657239-kit-de-5-pulseiras-silicone-para-mi-band-4-diversas-cores-_JM?searchVariation=73992849240#searchVariation=73992849240&position=8&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"39,89"
Pulseira Mi Band 5 6 Colorida De Silicone Cores Premium,https://produto.mercadolivre.com.br/MLB-2129126924-pulseira-mi-band-5-6-colorida-de-silicone-cores-premium-_JM?searchVariation=174060332390#searchVariation=174060332390&position=9&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"12,90"
5 Pulseiras Miband 3 Ou 4 + Película De Gel Brinde! ,https://produto.mercadolivre.com.br/MLB-1434935823-5-pulseiras-miband-3-ou-4-pelicula-de-gel-brinde-_JM?searchVariation=66067284061#searchVariation=66067284061&position=10&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"27,80"
Pulseira Colorida De Silicone Mi Band 5,https://produto.mercadolivre.com.br/MLB-1887951440-pulseira-colorida-de-silicone-mi-band-5-_JM?searchVariation=85029946815#searchVariation=85029946815&position=11&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"14,90"
Kit 5 Pulseira Miband 5 Original Premium Diversas Cores M5,https://produto.mercadolivre.com.br/MLB-1838310218-kit-5-pulseira-miband-5-original-premium-diversas-cores-m5-_JM?searchVariation=80281602708#searchVariation=80281602708&position=12&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"55,90"
Pulseira Para Xiaomi Mi Band 5 Silicone Premium Novas Cores,https://produto.mercadolivre.com.br/MLB-1642750378-pulseira-para-xiaomi-mi-band-5-silicone-premium-novas-cores-_JM?searchVariation=62955499943#searchVariation=62955499943&position=13&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"14,00"
Pulseira Premium Mi Band 5 Loop Feminino Aço Magnética ,https://produto.mercadolivre.com.br/MLB-1870711138-pulseira-premium-mi-band-5-loop-feminino-aco-magnetica-_JM?searchVariation=83292160087#searchVariation=83292160087&position=14&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"51,90"
Kit De 5 Pulseiras Silicone Para Mi Band 3 E Band Escolha,https://produto.mercadolivre.com.br/MLB-1962607778-kit-de-5-pulseiras-silicone-para-mi-band-3-e-band-escolha-_JM?searchVariation=92484477935#searchVariation=92484477935&position=15&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"29,90"
5x Pulseira Avulsa Para Xiaomi Mi Band 2,https://produto.mercadolivre.com.br/MLB-1763892627-5x-pulseira-avulsa-para-xiaomi-mi-band-2-_JM?searchVariation=75638998324#searchVariation=75638998324&position=16&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"34,90"
Cabo Usb Carregador Xiaomi Mi Band 2 Pronta Entrega,https://produto.mercadolivre.com.br/MLB-1474873421-cabo-usb-carregador-xiaomi-mi-band-2-pronta-entrega-_JM?searchVariation=52711089967#searchVariation=52711089967&position=17&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"12,90"
Pulseira De Silicone Para Mi Band 3 E 4 - Kit Com 5,https://produto.mercadolivre.com.br/MLB-1468864984-pulseira-de-silicone-para-mi-band-3-e-4-kit-com-5-_JM?searchVariation=52399106033#searchVariation=52399106033&position=18&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"28,88"
Pulseira Para Xiaomi Mi Band 5 Silicone Premium Novas Cores,https://produto.mercadolivre.com.br/MLB-1879274343-pulseira-para-xiaomi-mi-band-5-silicone-premium-novas-cores-_JM?searchVariation=84169261898#searchVariation=84169261898&position=19&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"12,49"
Kit 5 Pulseira Colorida Mi Band 4 /mi Band 3  Pronta Entrega,https://produto.mercadolivre.com.br/MLB-1812220208-kit-5-pulseira-colorida-mi-band-4-mi-band-3-pronta-entrega-_JM?searchVariation=77594748444#searchVariation=77594748444&position=20&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"29,65"
Pulseira De Atividade Xiaomi Mi Band 5 Premium Original,https://produto.mercadolivre.com.br/MLB-1803746246-pulseira-de-atividade-xiaomi-mi-band-5-premium-original-_JM?searchVariation=77101175828#searchVariation=77101175828&position=21&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"25,90"
Pulseira Colorida De Silicone Mi Band 5 24hrs,https://produto.mercadolivre.com.br/MLB-2094742854-pulseira-colorida-de-silicone-mi-band-5-24hrs-_JM?searchVariation=173939798328#searchVariation=173939798328&position=22&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"19,90"
Kit 5 Pulseira Colorida Mi Band 4 /mi Band 3  Pronta Entrega,https://produto.mercadolivre.com.br/MLB-1879274426-kit-5-pulseira-colorida-mi-band-4-mi-band-3-pronta-entrega-_JM?searchVariation=84169271006#searchVariation=84169271006&position=23&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"32,99"
Kit 5 Pulseira Colorida Mi Band 4 /mi Band 3  Pronta Entrega,https://produto.mercadolivre.com.br/MLB-2635096429-kit-5-pulseira-colorida-mi-band-4-mi-band-3-pronta-entrega-_JM?searchVariation=174483769231#searchVariation=174483769231&position=24&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"12,90"
Kit 5 Pulseira Colorida Mi Band 4 /mi Band 3  Pronta Entrega,https://produto.mercadolivre.com.br/MLB-1872812872-kit-5-pulseira-colorida-mi-band-4-mi-band-3-pronta-entrega-_JM?searchVariation=83513400371#searchVariation=83513400371&position=25&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"25,75"
Pulseira Para Xiaomi Mi Band 5 Silicone Premium Novas Cores,https://produto.mercadolivre.com.br/MLB-2146057189-pulseira-para-xiaomi-mi-band-5-silicone-premium-novas-cores-_JM?searchVariation=174108690523#searchVariation=174108690523&position=26&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"11,90"
Pulseira Para Xiaomi Mi Band 6 Silicone Premium Novas Cores,https://produto.mercadolivre.com.br/MLB-2027339225-pulseira-para-xiaomi-mi-band-6-silicone-premium-novas-cores-_JM?searchVariation=173682034595#searchVariation=173682034595&position=27&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"12,54"
Kit 5 Pulseira Miband 5 Original Diversas Cores M5 M6,https://produto.mercadolivre.com.br/MLB-2127387347-kit-5-pulseira-miband-5-original-diversas-cores-m5-m6-_JM?searchVariation=174054014102#searchVariation=174054014102&position=28&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"32,96"
Kit 5 Pulseira Mi Band 5 E 5 Silicone super Resistente,https://produto.mercadolivre.com.br/MLB-1838313256-kit-5-pulseira-mi-band-5-e-5-siliconesuper-resistente-_JM?searchVariation=80281746071#searchVariation=80281746071&position=29&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"55,90"
"Xiaomi Mi Band 3 0.78"" caixa de  plástico  preta, pulseira  graphite black de  elastômero termoplástico e liga de alumínio XMSH05HM",https://www.mercadolivre.com.br/xiaomi-mi-band-3-078-caixa-de-plastico-preta-pulseira-graphite-black-de-elastmero-termoplastico-e-liga-de-aluminio-xmsh05hm/p/MLB14736193?pdp_filters=category:MLB135384#searchVariation=MLB14736193&position=4&search_layout=stack&type=product&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"135,09"
5 Pulseiras Miband 3 Ou 4 + Película De Gel Brinde! ,https://produto.mercadolivre.com.br/MLB-1849985891-5-pulseiras-miband-3-ou-4-pelicula-de-gel-brinde-_JM?searchVariation=81310889216#searchVariation=81310889216&position=30&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"26,90"
Pulseira Colorida De Silicone Para Mi Band 5 E 6,https://produto.mercadolivre.com.br/MLB-2119498117-pulseira-colorida-de-silicone-para-mi-band-5-e-6-_JM?searchVariation=174025675394#searchVariation=174025675394&position=31&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"14,00"
Pulseira Fashion Mi Band 5 Aço Magnética Mega Premium,https://produto.mercadolivre.com.br/MLB-1776568307-pulseira-fashion-mi-band-5-aco-magnetica-mega-premium-_JM?searchVariation=73987304559#searchVariation=73987304559&position=32&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"45,77"
Pulseira Smart Band Xiaomi Mi Band 3 Ou 4 - Original,https://produto.mercadolivre.com.br/MLB-1173816585-pulseira-smart-band-xiaomi-mi-band-3-ou-4-original-_JM?searchVariation=41756479964#searchVariation=41756479964&position=33&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"11,90"
Pulseira Metal Mi Band 5 Aço Inoxidável Com Ajuste Magnético,https://produto.mercadolivre.com.br/MLB-1833657214-pulseira-metal-mi-band-5-aco-inoxidavel-com-ajuste-magnetico-_JM?searchVariation=79639493180#searchVariation=79639493180&position=34&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"49,99"
Kit 5 Com Pulseira Colorida Extra Mi Band 5 Pronta Entrega,https://produto.mercadolivre.com.br/MLB-2092517885-kit-5-com-pulseira-colorida-extra-mi-band-5-pronta-entrega-_JM?searchVariation=173932884468#searchVariation=173932884468&position=35&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"28,60"
Kit 5 Pulseira Colorida Mi Band 5 /mi Band 6  Pronta Entrega,https://produto.mercadolivre.com.br/MLB-2027339444-kit-5-pulseira-colorida-mi-band-5-mi-band-6-pronta-entrega-_JM?searchVariation=173682171716#searchVariation=173682171716&position=36&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"28,60"
Kit Xiaomi Mi Band 5 + Fone Bluetooth Airdots 2 Original,https://produto.mercadolivre.com.br/MLB-2138892118-kit-xiaomi-mi-band-5-fone-bluetooth-airdots-2-original-_JM?searchVariation=174088862705#searchVariation=174088862705&position=37&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"387,89"
Relogio Smartwatch Pulseira Xiaomi Mi Band 5 Global Original,https://produto.mercadolivre.com.br/MLB-1758474307-relogio-smartwatch-pulseira-xiaomi-mi-band-5-global-original-_JM?searchVariation=173782989249#searchVariation=173782989249&position=38&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"239,99"
5x Pulseira Avulsa Para Xiaomi Mi Band 2 + Carregador,https://produto.mercadolivre.com.br/MLB-1792319924-5x-pulseira-avulsa-para-xiaomi-mi-band-2-carregador-_JM?searchVariation=75914377952#searchVariation=75914377952&position=39&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"43,90"
Mi Band 5 Pulseira Versão Global Original Relógio Lacrado ,https://produto.mercadolivre.com.br/MLB-2101648461-mi-band-5-pulseira-verso-global-original-relogio-lacrado-_JM?searchVariation=173965194757#searchVariation=173965194757&position=40&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"217,99"
Kit 3 Pulseiras Silicone Para Xiaomi Mi Band 5 Premium,https://produto.mercadolivre.com.br/MLB-1759382073-kit-3-pulseiras-silicone-para-xiaomi-mi-band-5-premium-_JM?searchVariation=72530804681#searchVariation=72530804681&position=41&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"34,90"
Relógio Xiaomi Mi Band 5 Original Lacrado Versão Global,https://produto.mercadolivre.com.br/MLB-1699806067-relogio-xiaomi-mi-band-5-original-lacrado-verso-global-_JM?searchVariation=67144427587#searchVariation=67144427587&position=42&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"349,99"
Xiaomi Mi Band 5 Smartband Original Lacrado Pronta Entrega,https://produto.mercadolivre.com.br/MLB-1935729395-xiaomi-mi-band-5-smartband-original-lacrado-pronta-entrega-_JM?searchVariation=89797196193#searchVariation=89797196193&position=43&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"189,90"
Pulseira Xiaomi Mi Band 5 Miband Colorida + 1 Película,https://produto.mercadolivre.com.br/MLB-1879274441-pulseira-xiaomi-mi-band-5-miband-colorida-1-pelicula-_JM?searchVariation=84169322982#searchVariation=84169322982&position=44&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"21,39"
Pulseira Colorida Silicone Borracha Para Mi Band 5,https://produto.mercadolivre.com.br/MLB-1881207177-pulseira-colorida-silicone-borracha-para-mi-band-5-_JM?searchVariation=84353995132#searchVariation=84353995132&position=45&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"13,49"
Pulseira De Silicone Para Mi Band 3 E 4  Kit Com 5 Pulseiras,https://produto.mercadolivre.com.br/MLB-1631846922-pulseira-de-silicone-para-mi-band-3-e-4-kit-com-5-pulseiras-_JM?searchVariation=62178219347#searchVariation=62178219347&position=46&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"47,83"
Pulseira Colorida Silicone Compativel Mi Band 5 Qualidade ,https://produto.mercadolivre.com.br/MLB-1831311899-pulseira-colorida-silicone-compativel-mi-band-5-qualidade-_JM?searchVariation=79449369588#searchVariation=79449369588&position=47&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"13,90"
Pulseira Aço Inox Para Mi Band 5 Metal Milanese Com Ajuste,https://produto.mercadolivre.com.br/MLB-1661719803-pulseira-aco-inox-para-mi-band-5-metal-milanese-com-ajuste-_JM?searchVariation=64389584022#searchVariation=64389584022&position=48&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"69,99"
Xiaomi Mi Smart Band 5 1.1  Caixa De  Plástico Pc  Black,https://produto.mercadolivre.com.br/MLB-2608565318-xiaomi-mi-smart-band-5-11-caixa-de-plastico-pc-black-_JM?searchVariation=174390850087#searchVariation=174390850087&position=49&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"199,17"
Relogio Smartwatch Pulseira Xiaomi Mi Band 5 Global Original,https://produto.mercadolivre.com.br/MLB-1675626666-relogio-smartwatch-pulseira-xiaomi-mi-band-5-global-original-_JM?searchVariation=65437205897#searchVariation=65437205897&position=50&search_layout=stack&type=item&tracking_id=1f817f70-77f1-4b12-92c1-9b4e6bb3e606,"239,17"
